x1,x2,y
34.71007053000774,7.543342613653579,1.0
37.43104875305459,4.041578226210188,1.0
35.228155271611364,8.280361331768859,1.0
36.6941829422722,7.260607545950917,1.0
19.595247628189746,43.92858136259543,1.0
20.100861808411278,44.39595869007479,1.0
2.9568725720340345,0.7659929362321641,1.0
30.76564582191792,29.710719409424506,1.0
37.60372085699797,6.014875191631577,1.0
2.6049671608753626,1.2809313415706436,1.0
18.9222562539742,43.38195481944499,1.0
3.819310011883148,23.517180538206496,1.0
37.3290545276228,6.911455954036075,1.0
19.639067446383194,43.07413395512121,1.0
4.858449469866266,0.11576192113005657,1.0
38.24836511160353,5.201646016495452,1.0
30.83906468245752,30.48882332858339,1.0
20.192093728788112,42.55544275936607,1.0
22.577782543785474,42.30006510789536,1.0
0.8140366309764246,1.3265591507322716,1.0
21.319149873896226,43.98684746079117,1.0
18.151636151118737,44.27303207794464,1.0
36.16018379087948,6.7763277438476734,1.0
20.080997934745376,45.51600966054313,1.0
3.099472768040401,0.29114973409491973,1.0
4.596076700440651,-0.7879149157590823,1.0
37.71904563938309,6.671718313589417,1.0
20.72631573992167,43.01560743032559,1.0
3.35549142063552,1.7114402893143756,1.0
4.114482736795673,21.314361650443775,1.0
4.284129420358333,1.6562399799662706,1.0
35.89641739006348,6.885114902426121,1.0
30.028480653031718,29.947944056592362,1.0
19.559429467191535,41.35859695652116,1.0
5.5305095386620975,20.828425998985374,1.0
28.681901257982688,29.360971696845382,1.0
5.087105310887289,22.867657741350826,1.0
19.28669151601546,44.0206173069486,1.0
34.053113353052574,8.959489489420687,1.0
30.37906416370138,29.390486095565045,1.0
28.719046939872637,29.330062037033784,1.0
1.5090756951632027,0.8122050621474188,1.0
3.6891337027547917,22.76636474620202,1.0
5.307193386902677,21.505870645736387,1.0
2.861020031693287,1.2311235871300994,1.0
37.137687401055786,6.405674390457168,1.0
2.2151620719107687,21.1250228127035,1.0
20.485076208994897,43.20609202972514,1.0
29.35693302903842,30.411105094213287,1.0
36.395993310074786,7.7390260538577476,1.0
18.867982971792266,44.93015248143872,1.0
28.535619242838965,30.18856542815935,1.0
36.020515007963446,4.98183015698493,1.0
34.88045009823174,6.004671763466121,1.0
20.021943157445612,45.00278337097975,1.0
4.040486915811302,23.419452806534775,1.0
36.2081477902292,8.065285249527319,1.0
4.710946988281702,0.43457303529096436,1.0
2.124613451332689,-0.7415396153726768,1.0
36.144898926535774,5.921330342913894,1.0
2.4018779208654624,22.073474356187578,1.0
4.656761658029392,22.021827989866644,1.0
29.008742737760848,29.374136954167714,1.0
29.748175918206673,29.914587354544146,1.0
20.73074933821286,43.4613842425611,1.0
30.583933447995932,31.011384174447574,1.0
29.577719599095836,29.82011778411094,1.0
35.16077188668072,6.676850022103982,1.0
